store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,msrp_enabled,msrp_display_actual_price_type,price,special_price,weight,minimal_price,msrp,gift_wrapping_price,status,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,page_layout,country_of_manufacture,gift_message_available,gift_wrapping_available,is_recurring,custom_design,ingredients,temperature,amount_of_water,time,nice_flowery_sentence,brewing
admin,base,Default,simple,"5,6,7,25,56,60,66,77,84,88,90,93,95",GOUR0055-03,0,Fruit Symphony (50 gr),,,,,,,fruit-symphony,fruit-symphony-2301.html,Block after Info Column,,,,Use config,Use config,8,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,1/9/2015 0:00:00,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Fruit Symphony (50 gr),0,simple,,,,,,,,,"Fruit Tisane of apples, oranges, rose hips, verbena, marigold and peaches.",100乎C,2g for 200ml,6 -8 mins,A harmonious blend merging the zing of fruits with the light sweetness of herbs.,
admin,base,Default,grouped,"5,6,7,25,56,60,66,77,84,88,90,93,95",GOUR0055,0,Fruit Symphony Fruit Tisane Tea,,,,,,,fruit-symphony,fruit-symphony-2302.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Fruit Symphony Fruit Tisane Tea,0,grouped,,,,,,,,,"Fruit Tisane of apples, oranges, rose hips, verbena, marigold and peaches.",100乎C,2g for 200ml,6 -8 mins,A harmonious blend merging the zing of fruits with the light sweetness of herbs.,
admin,base,Default,simple,"4,5,6,7,13,15,18,56,82,86,88,90,93,95",GOUR0020-01,0,Genmaicha (10 gr),,,,,,,genmaicha,genmaicha.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Genmaicha (10 gr),0,simple,,,,,,,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 

",70-80乎C,2g for 200ml,2-4 mins,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",
admin,base,Default,simple,"4,5,6,7,13,15,18,56,82,86,88,90,93,95",GOUR0020-02,0,Genmaicha (100 gr),,,,,,,genmaicha,genmaicha-2112.html,Block after Info Column,,,,Use config,Use config,14,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Genmaicha (100 gr),0,simple,,,,,,,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 

",70-80乎C,2g for 200ml,2-4 mins,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",
admin,base,Default,simple,"4,5,6,7,13,15,18,56,82,86,88,90,93,95",GOUR0020-04,0,Genmaicha (200 gr) -10% Off,,,,,,,genmaicha,genmaicha-2114.html,Block after Info Column,/,/,/,Use config,Use config,25.2,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:54,0,1,0,1,1,1,0,1,0,0,1,1,Genmaicha (200 gr) -10% Off,0,simple,,,,,,,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 

",70-80乎C,2g for 200ml,2-4 mins,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",
admin,base,Default,simple,"4,5,6,7,13,15,18,56,82,86,88,90,93,95",GOUR0020-03,0,Genmaicha (50 gr),,,,,,,genmaicha,genmaicha-2106.html,Block after Info Column,,,,Use config,Use config,7,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Genmaicha (50 gr),0,simple,,,,,,,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 

",70-80乎C,2g for 200ml,2-4 mins,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",
admin,base,Default,grouped,"4,5,6,7,13,15,18,56,82,86,88,90,93,95",GOUR0020,0,Genmaicha Green Tea,,,,,,,genmaicha,genmaicha-2113.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Genmaicha Green Tea,0,grouped,,,,,,,,,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 

",70-80乎C,2g for 200ml,2-4 mins,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",
admin,base,Default,simple,56,GOUR0091-02,0,Ginseng Oolong (100 gr),,,,,,,ginseng-oolong,ginseng-oolong-492.html,Block after Info Column,/,/,/,Use config,Use config,18,,110,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Ginseng Oolong (100 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0091-03,0,Ginseng Oolong (200 gr) -10% Off,,,,,,,ginseng-oolong,ginseng-oolong-493.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Ginseng Oolong (200 gr) -10% Off,0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0091-01,0,Ginseng Oolong (50 gr),,,,,,,ginseng-oolong,ginseng-oolong-491.html,Block after Info Column,/,/,/,Use config,Use config,9,,50,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Ginseng Oolong (50 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,grouped,56,GOUR0091,0,Ginseng Oolong Tea,,,,,,,ginseng-oolong,ginseng-oolong.html,Block after Info Column,/,/,/,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Ginseng Oolong Tea,0,grouped,,,,,,,,,,,,,,
admin,base,Default,simple,"4,5,6,7,12,14,21,23,56,84,88,90,93",GOUR0018-01,0,Gold Muscato (10 gr),,,,,,,gold-muscato,gold-muscato.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Gold Muscato (10 gr),0,simple,,,,,,,,,"White tea blend with rosehips, grapes and a hint of gold dust.",70-80乎C,2g for 200ml,3-4 mins,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",
admin,base,Default,simple,"4,5,6,7,12,14,21,23,56,84,88,90,93",GOUR0018-02,0,Gold Muscato (100 gr),,,,,,,gold-muscato,gold-muscato-2111.html,Block after Info Column,,,,Use config,Use config,35,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Gold Muscato (100 gr),0,simple,,,,,,,,,"White tea blend with rosehips, grapes and a hint of gold dust.",70-80乎C,2g for 200ml,3-4 mins,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",
admin,base,Default,simple,"4,5,6,7,12,14,21,23,56,84,88,90,93",GOUR0018-04,0,Gold Muscato (200 gr) -10% Off,,,,,,,gold-muscato,gold-muscato-2114.html,Block after Info Column,/,/,/,Use config,Use config,63,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Gold Muscato (200 gr) -10% Off,0,simple,,,,,,,,,"White tea blend with rosehips, grapes and a hint of gold dust.",70-80乎C,2g for 200ml,3-4 mins,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",
admin,base,Default,simple,"4,5,6,7,12,14,21,23,56,84,88,90,93",GOUR0018-03,0,Gold Muscato (50 gr),,,,,,,gold-muscato,gold-muscato-2112.html,Block after Info Column,,,,Use config,Use config,17.5,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Gold Muscato (50 gr),0,simple,,,,,,,,,"White tea blend with rosehips, grapes and a hint of gold dust.",70-80乎C,2g for 200ml,3-4 mins,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",
admin,base,Default,grouped,"4,5,6,7,12,14,21,23,56,84,88,90,93",GOUR0018,0,Gold Muscato White Tea,,,,,,,gold-muscato,gold-muscato-2113.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Gold Muscato White Tea,0,grouped,,,,,,,,,"White tea blend with rosehips, grapes and a hint of gold dust.",70-80乎C,2g for 200ml,3-4 mins,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",
admin,base,Default,simple,"4,5,6,7,11,15,21,23,56,88,91,93,97",GOUR0031,0,Golden Nugget (Flowering Tea),Golden Nugget Flowering Tea | Blooming Tea,This flowering tea is made of hand-tied green tea with peony that blooms when placed in a pot of hot water,,,,,golden-nugget-flowering-tea,golden-nugget-flowering-tea.html,Block after Info Column,,,,Use config,Use config,2,,20,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,0,0,0,1,0,1,0,0,0,1,Golden Nugget (Flowering Tea),0,simple,,,,,,,,,Hand-tied green tea with peony.,70-80乎C,1 bud for 250ml,5 mins,Witness the mesmerising dance of leaves and flowers blossoming in your tea cup. A breathtaking sight accompanying great taste.,
admin,base,Default,simple,"4,5,6,7,13,15,18,56,79,82,88,91",GC0006,0,Gyokuro Pearl Dew,,,,,,,gyokuro-pearl-dew,gyokuro-pearl-dew.html,Block after Info Column,,,,Use config,Use config,78,,60,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Gyokuro Pearl Dew,0,simple,,,,,,,,,"Needle-shaped, jade green leaves.",70-80乎C,2g for 200ml,3-4 mins,Considered by many to be the finest and most precious green tea in the world. Harvested in spring and grown in the shade.,
admin,base,Default,simple,"4,5,6,7,8,13,15,21,23,56,81,88,89,93,94",ART0006,0,Hanami Green Tea,Japanese Sencha | Hanami | Artisan Selection | Green Tea,"Inspired by the Japanese tradition of celebrating cherry blossoms, this Japanese Sencha with Cherry Blossoms has a slight creamy character and mild vegetal notes. A green tea that offers the refreshing flavours of Spring. ",,,,,hanami,hanami.html,Block after Info Column,,,,Use config,Use config,16.6,,200,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,0,0,0,1,0,1,0,0,0,1,Hanami Green Tea,0,simple,,,,,,,,,Japanese sencha with cherry blossoms.,70-80乎C,2g for 200ml,2-3 mins,"Inspired by the Japanese tradition of celebrating cherry blossoms, we bring you the very essence of Spring. ",
admin,base,Default,simple,"4,5,6,7,13,15,56,78,86,88,91,93,96",GC0007,0,Hojicha,,,,,,,hojicha,hojicha.html,Block after Info Column,,,,Use config,Use config,38,,40,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Hojicha,0,simple,,,,,,,,,Roasted stalks of green tea.,70-80乎C,2g for 200ml,3-4 mins,"Easily paired with meals, and naturally low in caffeine. Hojicha was introduced in Kyoto and quickly gained popularity throughout Japan. ",
admin,base,Default,simple,56,GOUR0098-02,0,Honey Bamboo (100 gr),,,,,,,honey-bamboo,honey-bamboo-521.html,Block after Info Column,/,/,/,Use config,Use config,24,,110,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Honey Bamboo (100 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0098-03,0,Honey Bamboo (200 gr) -10% Off,,,,,,,honey-bamboo,honey-bamboo-522.html,Block after Info Column,/,/,/,Use config,Use config,43.2,,220,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Honey Bamboo (200 gr) -10% Off,0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0098-01,0,Honey Bamboo (50 gr),,,,,,,honey-bamboo,honey-bamboo-520.html,Block after Info Column,/,/,/,Use config,Use config,12,,50,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Honey Bamboo (50 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,grouped,56,GOUR0098,0,Honey Bamboo Green Tea,,,,,,,honey-bamboo,honey-bamboo.html,Block after Info Column,/,/,/,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Honey Bamboo Green Tea,0,grouped,,,,,,,,,,,,,,
admin,base,Default,simple,"4,5,6,7,11,24,56,57,78,79,88,91",GC0024,0,Imperial Pu'erh,,,,,,,imperial-pu-erh,imperial-pu-erh.html,Block after Info Column,,,,Use config,Use config,48,39.4,60,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/27/2014 0:00:00,2/2/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,0,0,0,1,0,1,0,0,0,1,Imperial Pu'erh,0,simple,,,,,,,,,Dark brown and golden fully-oxidised leaves.,96-98乎C,2g for 200ml,3-5 mins,"A timeless classic for Chinese black tea lovers, known for its health benefits. ",
admin,base,Default,simple,"4,5,6,7,11,56,58,78,81,82,88,91",GC0012,0,Iron Goddess of Mercy,,,,,,,iron-goddess-of-mercy,iron-goddess-of-mercy.html,Block after Info Column,,,,Use config,Use config,78,64,80,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/20/2014 0:00:00,1/26/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Iron Goddess of Mercy,0,simple,,,,,,,,,Twisted leaves of dark green and brown.,85-90乎C,2g for 200ml,2-4mins,Legend has it that this tea was a divine gift from the Bodhisattva Guanyin. It is now one of the oldest known oolongs.,
admin,base,Default,simple,"4,5,6,7,11,15,23,25,56,77,88,91",GC0003,0,Jade Spring,,,,,,,jade-spring,jade-spring.html,Block after Info Column,,,,Use config,Use config,38,31.2,80,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/13/2014 0:00:00,1/19/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,0,,1,1,1,0,0,1,0,1,0,0,0,1,Jade Spring,0,simple,,,,,,,,,Pan fried green tea curled into tiny spirals.,70-80乎C,2g for 200ml,3-4 mins,"Harvested in early spring as the buds just begin to sprout, this highly prized tea is one of the rarest in the world.",
admin,base,Default,simple,"4,5,6,7,11,15,19,23,56,86,88,90,93,95",GOUR0021-01,0,Jasmine Silver Clouds (10 gr),,,,,,,jasmine-silver-clouds,jasmine-silver-clouds.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jasmine Silver Clouds (10 gr),0,simple,,,,,,,,,Coiled leaf buds of green with white streaks.,70-80乎C,2g for 200ml,2-4mins,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,
admin,base,Default,simple,"4,5,6,7,11,15,19,23,56,86,88,90,93,95",GOUR0021-02,0,Jasmine Silver Clouds (100 gr),,,,,,,jasmine-silver-clouds,jasmine-silver-clouds-2138.html,Block after Info Column,,,,Use config,Use config,25,20.5,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,1/13/2014 0:00:00,1/19/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jasmine Silver Clouds (100 gr),0,simple,,,,,,,,,Coiled leaf buds of green with white streaks.,70-80乎C,2g for 200ml,2-4mins,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,
admin,base,Default,simple,"4,5,6,7,11,15,19,23,56,86,88,90,93,95",GOUR0021-04,0,Jasmine Silver Clouds (200 gr) -10% Off,,,,,,,jasmine-silver-clouds,jasmine-silver-clouds-2141.html,Block after Info Column,/,/,/,Use config,Use config,45,20.5,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,1/13/2014 0:00:00,1/19/2014 0:00:00,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Jasmine Silver Clouds (200 gr) -10% Off,0,simple,,,,,,,,,Coiled leaf buds of green with white streaks.,70-80乎C,2g for 200ml,2-4mins,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,
admin,base,Default,simple,"4,5,6,7,11,15,19,23,56,86,88,90,93,95",GOUR0021-03,0,Jasmine Silver Clouds (50 gr),,,,,,,jasmine-silver-clouds,jasmine-silver-clouds-2139.html,Block after Info Column,,,,Use config,Use config,12.5,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jasmine Silver Clouds (50 gr),0,simple,,,,,,,,,Coiled leaf buds of green with white streaks.,70-80乎C,2g for 200ml,2-4mins,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,
admin,base,Default,grouped,"4,5,6,7,11,15,19,23,56,86,88,90,93,95",GOUR0021,0,Jasmine Silver Clouds Green Tea,,,,,,,jasmine-silver-clouds,jasmine-silver-clouds-2140.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,1,0,0,1,0,1,0,0,0,1,Jasmine Silver Clouds Green Tea,0,grouped,,,,,,,,,Coiled leaf buds of green with white streaks.,70-80乎C,2g for 200ml,2-4mins,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,
